"";"X";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"1";1;"rt twitterbrasil com 5 milhoes tweets brasil foi segundo pais que mais falou sobre o billboard music awards 2017 atras apenas dos eu�";FALSE;0;NA;"2017-05-22 18:40:42";FALSE;NA;866725523799629824;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"dressaa_eu";36;TRUE;FALSE;NA;NA
"2";2;"rt exame inspirado por huck silvio �anuncia� candidatura a presincia gt";FALSE;0;NA;"2017-05-22 18:40:42";FALSE;NA;866725523325628416;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"to_brabo";136;TRUE;FALSE;NA;NA
"3";3;"gostaria saber como ixar ser a mulher mais sorganizada do brasil";FALSE;0;NA;"2017-05-22 18:40:42";FALSE;NA;866725522650394624;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"lalocadabike";0;FALSE;FALSE;NA;NA
"4";4;"rt cynaramenezes quais as razoes ocultas para que o globo queira que temer saia e a folha queira que temer fique amor pelo brasil e que�";FALSE;0;NA;"2017-05-22 18:40:42";FALSE;NA;866725522574901248;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ecunha01";213;TRUE;FALSE;NA;NA
"5";5;"quem tem medo da mocracia  brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:40:42";FALSE;NA;866725522306473984;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"gojammaj";0;FALSE;FALSE;NA;NA
"6";6;"rt bravonline quando possivel eliminar uma palavra sempre elimine aconselhava o escritor britanico em ensaio 1946";FALSE;0;NA;"2017-05-22 18:40:41";FALSE;NA;866725521219960832;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"VitorGMFreitas";1;TRUE;FALSE;NA;NA
"7";7;"rt julyssesrc o garoto do fla parece diferenciado mas so jogou na base em cima e outro esporte e nesse wenl e a maior revelacao sse�";FALSE;0;NA;"2017-05-22 18:40:40";FALSE;NA;866725516258267136;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"arthurngbe";49;TRUE;FALSE;NA;NA
"8";8;"um boa tar do melhor volante do brasil sem clubismo";FALSE;0;NA;"2017-05-22 18:40:40";FALSE;NA;866725513871720448;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"blssdgabriel";0;FALSE;FALSE;NA;NA
"9";9;"rt muylaerte quando vao prenr o ladrao donos da obrecht e jbs confessam que lula recebeu milhoes em comissoes do bns";FALSE;0;NA;"2017-05-22 18:40:40";FALSE;NA;866725513833963520;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"istoe_brasil";27;TRUE;FALSE;NA;NA
"10";10;"rt jmoisesousa1 turquim5 verdasmanip jh agora a pouco o brasil todo pe fora temer";FALSE;0;NA;"2017-05-22 18:40:40";FALSE;NA;866725513775243264;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"SAULDECASTROSIL";15;TRUE;FALSE;NA;NA
"11";11;"teamrealitysbr ja viu aquele ditado quando a esmola e mais o santo sconfia pois eh brasil e terra laranjas�";FALSE;0;"TeamRealitysBR";"2017-05-22 18:40:39";TRUE;866724989608878080;866725512256815104;459020364;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"lucienevr";0;FALSE;FALSE;NA;NA
"12";12;"rt disneychbrasil geeeente soylunalive ficara entre os dias 29 setembro e 13 outubro aqui no brasil souluna2 edu00a0u00bcedu00bcu0099edu00a0u00bcedu00b7u00a7edu00a0u00bcedu00b7u00b7 soylunanobra�";FALSE;0;NA;"2017-05-22 18:40:39";FALSE;NA;866725512198180864;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"hadamrb";3;TRUE;FALSE;NA;NA
"13";13;"vem rreter com �castle on the hill� ao vivo no chile e morrer expectativa pros shows do edsheeran no brasil�";FALSE;0;NA;"2017-05-22 18:40:38";TRUE;NA;866725508163219456;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"topsifybr";0;FALSE;FALSE;NA;NA
"14";14;"rt annabyron joaoluisjr o q ainda salva o brasil eh seguramente o alivio comico";FALSE;0;NA;"2017-05-22 18:40:38";FALSE;NA;866725505818652672;NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"LehDuarte";1;TRUE;FALSE;NA;NA
"15";15;"rt movavantebrasil justica seletiva tambem e um cancer no brasil prendamjbs";FALSE;0;NA;"2017-05-22 18:40:37";FALSE;NA;866725503373365248;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Nilsonbaterista";26;TRUE;FALSE;NA;NA
"16";16;"rt vemplutabrasil twittaco 2205 as 18 horas vamos nos unir pelo brasil o golpe e contra voce  edu00a0u00bdu00b1u0089 diretasjanao";FALSE;0;NA;"2017-05-22 18:40:36";FALSE;NA;866725497014808576;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"deofra";48;TRUE;FALSE;NA;NA
"17";17;"missprica tocando ao fundogtgtgt";FALSE;0;"missprica";"2017-05-22 18:40:35";FALSE;866715357792415744;866725495601344512;783398932776902656;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"kamillabarbosa";0;FALSE;FALSE;NA;NA
"18";18;"rt volteprajesus ore pelo brasil edu00a0u00bcedu00b7u00a7edu00a0u00bcedu00b7u00b7";FALSE;0;NA;"2017-05-22 18:40:35";FALSE;NA;866725494678597632;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"gabi_noda";138;TRUE;FALSE;NA;NA
"19";19;"whinrsson encontrou o dinheiro roubado do brasil";FALSE;0;NA;"2017-05-22 18:40:35";FALSE;NA;866725492862398464;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";"diesgu";0;FALSE;FALSE;NA;NA
"20";20;"rt orlandosilva tarso genro �temer peru o apoio do oligopolio da midia e nao vai se sustentar� via elpaisbra�";FALSE;0;NA;"2017-05-22 18:40:35";FALSE;NA;866725492749201408;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MarianaXYZ";2;TRUE;FALSE;NA;NA
"21";21;"rt whyminsuga eu me amo voces se amam o namjoon lembrou do fanchart do brasil qnd ele mudou a letra eu to chorando muito alguem me�";FALSE;0;NA;"2017-05-22 18:40:34";FALSE;NA;866725492153561088;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"KryptoniteOfHaz";578;TRUE;FALSE;NA;NA
"22";22;"rt blogdonoblat meu filho esta preso por lealda a voce diz pai frerico pacheco para aecio neves stest�";FALSE;0;NA;"2017-05-22 18:40:34";FALSE;NA;866725491407036416;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"fabiocaderante";12;TRUE;FALSE;NA;NA
"23";23;"eu to chorando tanto com eles se spedindo do brasil";FALSE;0;NA;"2017-05-22 18:40:34";FALSE;NA;866725489620258816;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"velvetlightz";0;FALSE;FALSE;NA;NA
"24";24;"rt cfmanugavassi foto manugavassi posando para fotos no camarim da manutour ontem com o duo mais amado do brasil oanavitoria https�";FALSE;0;NA;"2017-05-22 18:40:33";FALSE;NA;866725486822658048;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"anavitlovers";8;TRUE;FALSE;NA;NA
"25";25;"rt anavilarino1 um presinte sem votos pego cometendo crimes diz q so sai da presincia se for rrubado na venezuela nao no brasil�";FALSE;0;NA;"2017-05-22 18:40:33";FALSE;NA;866725486545776640;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"JoceyrR";89;TRUE;FALSE;NA;NA
"26";26;"rt sodosheeran o eduardo ja ta no brasil welcomebacktobraziledsheeran";FALSE;0;NA;"2017-05-22 18:40:33";FALSE;NA;866725486155763712;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"camily_andreina";4;TRUE;FALSE;NA;NA
"27";27;"rt sandraselmare formadores opiniao vem ter cuidado ao envolver em politica s 174 brasil entrou em queda livre e voces apoia�";FALSE;0;NA;"2017-05-22 18:40:32";FALSE;NA;866725482624143360;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"tadeu_alves";46;TRUE;FALSE;NA;NA
"28";28;"rt trashreal tosacocheio ainda estar no brasil";FALSE;0;NA;"2017-05-22 18:40:32";FALSE;NA;866725480711565312;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Always_Magcult_";205;TRUE;FALSE;NA;NA
"29";29;"jornaloglobo o brasil ja e o maior museu a ceu aberto";FALSE;0;"JornalOGlobo";"2017-05-22 18:40:31";FALSE;866685098338394112;866725478962475008;54341363;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"joel_memoria";0;FALSE;FALSE;NA;NA
"30";30;"rt whyminsuga eu me amo voces se amam o namjoon lembrou do fanchart do brasil qnd ele mudou a letra eu to chorando muito alguem me�";FALSE;0;NA;"2017-05-22 18:40:30";FALSE;NA;866725472973008896;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"WiMiniWini";578;TRUE;FALSE;NA;NA
"31";31;"imagensday aliceeehot belaslicias dioclecioch soperfeitas camgatasbrasil meninadosnus galegoscc�";FALSE;0;"ImagensDay";"2017-05-22 18:40:29";TRUE;866724840501334016;866725471123361792;958819040;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>";"rodolfo05astro";0;FALSE;FALSE;NA;NA
"32";32;"rt nadanovonofront mais uma conquista do brasil";FALSE;0;NA;"2017-05-22 18:40:29";FALSE;NA;866725469412110336;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"othon__n";21;TRUE;FALSE;NA;NA
"33";33;"essa familia e muito unida";FALSE;0;NA;"2017-05-22 18:40:29";FALSE;NA;866725468959068160;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Antonieta1789";0;FALSE;FALSE;NA;NA
"34";34;"manobra do gov temerpsdb gt gt maia ja arquivou 5 dos 8 pedidos impeachment contra temer brasil 247 brasil247";FALSE;0;NA;"2017-05-22 18:40:29";FALSE;NA;866725468757782528;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MarivoneProf";0;FALSE;FALSE;NA;NA
"35";35;"rt dilmabr lutei por um brasil soberano mais igual e on houvesse justica disso tenho orgulho quem acredita luta pelamocracia";FALSE;0;NA;"2017-05-22 18:40:27";FALSE;NA;866725462025924608;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"AureaMesquita2";478;TRUE;FALSE;NA;NA
"36";36;"rt marmilbr apos 13 anos missao no haiti comandada pelo brasil se aproxima do fim";FALSE;0;NA;"2017-05-22 18:40:27";FALSE;NA;866725461866532864;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"sflabatista";25;TRUE;FALSE;NA;NA
"37";37;"rt trashreal tosacocheio ainda estar no brasil";FALSE;0;NA;"2017-05-22 18:40:27";FALSE;NA;866725459865817088;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"HeyNiick";205;TRUE;FALSE;NA;NA
"38";38;"rt graveheart bem vindo          ao     brasil        regras  nao ha regras";FALSE;0;NA;"2017-05-22 18:40:27";FALSE;NA;866725459077287936;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"jeonwhile";700;TRUE;FALSE;NA;NA
"39";39;"rt chezeguevara no diadoabraco apesar do tosacocheio tucanagens o recado da dilmae presinta do brasil diretas ja fora teme�";FALSE;0;NA;"2017-05-22 18:40:27";FALSE;NA;866725458888581120;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"jcamaral09";71;TRUE;FALSE;NA;NA
"40";40;"urgente janaina paschoal faz alerta gravissimo iminente golpe contra a constituicao e o brasil";FALSE;0;NA;"2017-05-22 18:40:24";FALSE;NA;866725448054603776;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"abigailpires";0;FALSE;FALSE;NA;NA
"41";41;"rt clarachicate no brasil bilal seria noticia no domingo espetacular veja a seguir a reportagem um jovem que virou febre na internet�";FALSE;0;NA;"2017-05-22 18:40:24";FALSE;NA;866725447161270272;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Leda_Beatrice";9;TRUE;FALSE;NA;NA
"42";42;"marcelo74024156 g1 diretas sim o povo nao po fica parado e esperar entra outro ladrao comanda o brasil o voto e nossa arma";FALSE;0;"marcelo74024156";"2017-05-22 18:40:23";FALSE;866719269958057984;866725446142111744;717064246400524288;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"naotomudou";0;FALSE;FALSE;NA;NA
"43";43;"rt futebolbrasil sampaoli faz sua primeira convocacao na argentina para encarar o brasil futebol brasil";FALSE;0;NA;"2017-05-22 18:40:23";FALSE;NA;866725446137860096;NA;"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>";"serviomg";1;TRUE;FALSE;NA;NA
"44";44;"rt joaoluisjr eleicoes indiretas para que o brasil nao pare fera o brasil nao so precisa parar como respirar tomar um banho telefon�";FALSE;0;NA;"2017-05-22 18:40:23";FALSE;NA;866725445424881664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"siwonegao";1064;TRUE;FALSE;NA;NA
"45";45;"olha o temmer ai gente mentiroso e golpista fora temmerdiretas ja";FALSE;0;NA;"2017-05-22 18:40:23";FALSE;NA;866725445068345344;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"evmjop";0;FALSE;FALSE;NA;NA
"46";46;"quartafeira negra na proxima quartafeira dia 24 maio o presinte temer ci o brasil vai seguir em";FALSE;0;NA;"2017-05-22 18:40:22";FALSE;NA;866725439800315904;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"GercyleyBatista";0;FALSE;FALSE;NA;NA
"47";47;"rt brasil247 maia ja arquivou 5 dos 8 pedidos impeachment contra temer brasil 247 via brasil247";FALSE;0;NA;"2017-05-22 18:40:22";FALSE;NA;866725439351521280;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"TudoPorAeF";192;TRUE;FALSE;NA;NA
"48";48;"o que voce extinguiria para melhorar vez o brasil";FALSE;0;NA;"2017-05-22 18:40:21";FALSE;NA;866725435316596736;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"FactoIpso";0;FALSE;FALSE;NA;NA
"49";49;"rt sputnikbrasil stf suspen julgamento possivel fim do inquerito contra temer";FALSE;0;NA;"2017-05-22 18:40:21";FALSE;NA;866725433982824448;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"PacificJakoakoa";9;TRUE;FALSE;NA;NA
"50";50;"segundo o procurador nossa situacao e muito pior";FALSE;0;NA;"2017-05-22 18:40:18";FALSE;NA;866725424826634240;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"alexlimareal";0;FALSE;FALSE;NA;NA
"51";51;"andreoli69 lula nao precisa q ninguem o fenda quem precisa fesa urgente e o brasil";FALSE;0;"andreoli69";"2017-05-22 18:40:18";FALSE;866459800930004992;866725422398132224;329594987;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"NaderRoch";0;FALSE;FALSE;NA;NA
"52";52;"rt papelpop chloe a do meme esta no brasil e vai se encontrar com a giovanna do forninho";FALSE;0;NA;"2017-05-22 18:40:17";FALSE;NA;866725419969642496;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"petterporra";147;TRUE;FALSE;NA;NA
"53";53;"eu sou a menina mais feliz do brasil";FALSE;0;NA;"2017-05-22 18:40:17";FALSE;NA;866725417079721984;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"lovehesart";0;FALSE;FALSE;NA;NA
"54";54;"rt uol olha o que fizeram com o brasil preocupada com crise dilma diz que tudo isso e muito ruim para o pais";FALSE;0;NA;"2017-05-22 18:40:16";FALSE;NA;866725416698097664;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ommrio";54;TRUE;FALSE;NA;NA
"55";55;"rt ikonbrazil newkidsikon posicoes bling bling bday e do album no itunes o album esta em 21 no itunes do brasil cr https�";FALSE;0;NA;"2017-05-22 18:40:16";FALSE;NA;866725414042910720;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"hanbintomoe";2;TRUE;FALSE;NA;NA
"56";56;"o brasil virou oficialmente um motel inventou a presincia alta rotativida";FALSE;1;NA;"2017-05-22 18:40:15";FALSE;NA;866725411476123648;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"EdsonAran";0;FALSE;FALSE;NA;NA
"57";57;"rt revistavoto escritorio do ministro pertence ixa fesa joesley batista via conjuroficial";FALSE;0;NA;"2017-05-22 18:40:15";FALSE;NA;866725409416765440;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"istoe_brasil";5;TRUE;FALSE;NA;NA
"58";58;"rt paulacamara pf diz que ainda nao recebeu gravador joesley ";FALSE;0;NA;"2017-05-22 18:40:14";FALSE;NA;866725406996660224;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"lucyprata2011";11;TRUE;FALSE;NA;NA
"59";59;"rt erikakokay roloopressor sim atrapalhando o brasil temer do 1 mais rico q apoiam os smontes direitos e o fim da aposenta�";FALSE;0;NA;"2017-05-22 18:40:14";FALSE;NA;866725404958228480;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"JoceyrR";3;TRUE;FALSE;NA;NA
"60";60;"rt flaviofachel o brasil e um dos paises mais corruptos do mundo olhe para o seu dia a dia sera que isso e exclusivida dos politicos";FALSE;0;NA;"2017-05-22 18:40:13";FALSE;NA;866725401707651072;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Thiago_Perrotti";78;TRUE;FALSE;NA;NA
"61";61;"rt euidiotices carteiras das escolas japao brasil";FALSE;0;NA;"2017-05-22 18:40:12";FALSE;NA;866725399220408320;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Belato_2014";1480;TRUE;FALSE;NA;NA
"62";62;"rt choracuica brasilsilsil";FALSE;0;NA;"2017-05-22 18:40:12";FALSE;NA;866725396376678400;NA;"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>";"ClagiusClanler";21;TRUE;FALSE;NA;NA
"63";63;"�a escrava isaura� supera �o rico e o lazaro� e e a maior audiencia da record no brasil";FALSE;0;NA;"2017-05-22 18:40:11";FALSE;NA;866725393759436800;NA;"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>";"IzabelaFerraz19";0;FALSE;FALSE;NA;NA
"64";64;"com o proposito aprimorar o atual quadro odontologico no brasil o putado feral ronaldo carletto pp";FALSE;0;NA;"2017-05-22 18:40:10";FALSE;NA;866725390567563264;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"ronaldocarletto";0;FALSE;FALSE;NA;NA
"65";65;"ando com uma vonta refazer essa viagem para o sul do brasil quando saimos sp e fomos parando em varios po��";FALSE;0;NA;"2017-05-22 18:40:10";TRUE;NA;866725388180967424;NA;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";"MulherViaja";0;FALSE;FALSE;NA;NA
"66";66;"com crise politica investidor ve ter sangue frio ate na renda fixa ";FALSE;1;NA;"2017-05-22 18:40:10";FALSE;NA;866725387644133376;NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"Metropoles";0;FALSE;FALSE;NA;NA
"67";67;"esse sol na minha cara nao ta dando brasil";FALSE;0;NA;"2017-05-22 18:40:09";FALSE;NA;866725385970610176;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"candidogii";0;FALSE;FALSE;NA;NA
"68";68;"rt zonalivrefmbr ed sheeran ja esta no brasil cantor e recebido com samba e caipirinhas em curitiba";FALSE;0;NA;"2017-05-22 18:40:09";FALSE;NA;866725385790251008;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"openyurice";12;TRUE;FALSE;NA;NA
"69";69;"rt papelpop chloe a do meme esta no brasil e vai se encontrar com a giovanna do forninho";FALSE;0;NA;"2017-05-22 18:40:09";FALSE;NA;866725385408532480;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"xtafabay";147;TRUE;FALSE;NA;NA
"70";70;"caioramao siteedsheeranbr nem sabia que no brasil tinha golfe achei que era so futebol e samba";FALSE;0;"caioramao";"2017-05-22 18:40:08";FALSE;866718283009060864;866725379905597440;86167649;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ocaradouser";0;FALSE;FALSE;NA;NA
"71";71;"5 inconsistencias do discurso temer em entrevista";FALSE;0;NA;"2017-05-22 18:40:07";FALSE;NA;866725378257276928;NA;"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>";"evmjop";0;FALSE;FALSE;NA;NA
"72";72;"dps sse abada sera q o entenu o quanto o brasil ama o casal";FALSE;12;NA;"2017-05-22 18:40:06";FALSE;NA;866725374809559040;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"bruumps";0;FALSE;FALSE;NA;NA
"73";73;"rt houisgucci eu oio o brasil pais lixoooooooo idolos amo o brasil eu moro num pais tropical abencoado por us";FALSE;0;NA;"2017-05-22 18:40:06";FALSE;NA;866725374180327424;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"RozzielBrasili1";1127;TRUE;FALSE;NA;NA
"74";74;"operacao realizada na regiao da cracolandia prenu 38 traficantes";FALSE;0;NA;"2017-05-22 18:40:06";FALSE;NA;866725373509238784;NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"opovoonline";0;FALSE;FALSE;NA;NA
"75";75;"e estarrecedor a forma irresponsavel que certos ministros do stf estao tratando o brasil como verdairos";FALSE;0;NA;"2017-05-22 18:40:06";FALSE;NA;866725372838150144;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"JAFreire_MD";0;FALSE;FALSE;NA;NA
"76";76;"acelera brasil eleicoes ja";FALSE;0;NA;"2017-05-22 18:40:05";FALSE;NA;866725368748806144;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"heliobueno81";0;FALSE;FALSE;NA;NA
"77";77;"brasil acima tudo";FALSE;0;NA;"2017-05-22 18:40:05";FALSE;NA;866725368329326592;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"felipegomesti";0;FALSE;FALSE;NA;NA
"78";78;"rudymancuso vem para o brasil u2764ufe0fu2764ufe0f";FALSE;0;"rudymancuso";"2017-05-22 18:40:05";FALSE;866725306102464512;866725368287432704;96059519;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"DudaFerrari11";0;FALSE;FALSE;NA;NA
"79";79;"rt luanexplosiva acho que o dvd 10 anos vai ser pelo brasil meu dream assim nao so um estado fica favorecido e todos vao imagina q�";FALSE;0;NA;"2017-05-22 18:40:05";FALSE;NA;866725367540854784;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"eaicetopaluan";9;TRUE;FALSE;NA;NA
"80";80;"rt infomoney para o bem do brasil sua carreira politica esta encerrada diz pai primo preso aecio merca�";FALSE;0;NA;"2017-05-22 18:40:05";FALSE;NA;866725366504804352;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Fabricio_Carva";31;TRUE;FALSE;NA;NA
"81";81;"rt renovamidia brasil policia feral smente noticia e informa que nao esta sofrendo smonte por parte do governo temer";FALSE;0;NA;"2017-05-22 18:40:04";FALSE;NA;866725365120675840;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"NTomazzon";8;TRUE;FALSE;NA;NA
"82";82;"rt conservii urgente janaina paschoal faz alerta gravissimo iminente golpe contra a constituicao e o brasil veja vio";FALSE;0;NA;"2017-05-22 18:40:04";FALSE;NA;866725364260909056;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"gleisonverdao";3;TRUE;FALSE;NA;NA
"83";83;"miga nem acreditoo brasil todo ta me convidando pra sair";FALSE;0;NA;"2017-05-22 18:40:04";FALSE;NA;866725363866628096;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"gersonlmartins";0;FALSE;FALSE;NA;NA
"84";84;"cfoab esse tal impedimento resolve o que tiraram o color e colocarao o tupete o brasil ganhou um atraso 100 anos";FALSE;0;"CFOAB";"2017-05-22 18:40:03";FALSE;866715303463571456;866725361144430592;160576237;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BelchiorMessias";0;FALSE;FALSE;NA;NA
"85";85;"fcemillybbb ca o amor brasil";FALSE;0;"FcEmillybbb";"2017-05-22 18:40:03";FALSE;866724557335429120;866725358439211008;841044226540490752;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"JoanaBeserra";0;FALSE;FALSE;NA;NA
"86";86;"pergunta que nao quer calar ca os paneleiros";FALSE;0;NA;"2017-05-22 18:40:02";FALSE;NA;866725356488851456;NA;"<a href=""http://www.networkedblogs.com/"" rel=""nofollow"">NetworkedBlogs</a>";"Discurso_Brasil";0;FALSE;FALSE;NA;NA
"87";87;"rt elidosreis governo veria confiscar toda jbs no brasil venla a outros grupos e cobrir dividas bilionarias junto ao bns choque�";FALSE;0;NA;"2017-05-22 18:40:02";FALSE;NA;866725355465342976;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ElisetePena";12;TRUE;FALSE;NA;NA
"88";88;"temer �se equivocou� em entrevista ao falar sobre carne fraca e joesley";FALSE;0;NA;"2017-05-22 18:40:00";FALSE;NA;866725348595032064;NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"JornalOLiberal";0;FALSE;FALSE;NA;NA
"89";89;"programa dos eua entrevista moro dilma e ltan e compara lava jato ao watergate ";FALSE;0;NA;"2017-05-22 18:40:00";FALSE;NA;866725347726733312;NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"JornalOLiberal";0;FALSE;FALSE;NA;NA
